encouraging,"oh well that doesn't sound too bad, i hope he gets some in return though."
agreeing,that sounds like fun.
questioning,have you contacted an attorney?
suggesting,any way for you to maybe go to them next time?
sympathizing,o'm sorry to here that.
acknowledging,"oh, yes, i know."
agreeing,oh that must have been nice.
consoling,i hope so too!
consoling,i hope the braves make it all the way!
sympathizing,i���m sorry.
encouraging,"that stinks , cheer up and try again"
sympathizing,i'm sorry to hear that.
wishing,congratulations!
wishing,"i bet you are very eager to find out, good luck!"
consoling,"i'm happy for you, i hope everything continues to work out!"
questioning,"never seen it, is it that scary?"
suggesting,maybe or at least recovered your basketball!
suggesting,maybe you should het an exterminator although that seems extreme.
agreeing,oh that's awesome.
suggesting,"that will be fun, maybe he will even let you play his xbox on it."
suggesting,maybe he will find his way back home some day.
acknowledging,i know what you mean.
consoling,"i don't believe in god, but i hope you have a good doctor"
consoling,"good luck, i hope you win some good money!"
agreeing,"that's pretty scary, hopefully they can get him some meds and he gets to come home."
encouraging,i hope the next time around you get it!
agreeing,"you may try talking to her or taking her out for a nice, quiet dinner."
questioning,a fun secret or one of those sadder ones?
acknowledging,"i know that feeling, friend."
suggesting,"little bugger, maybe next time"
encouraging,i hope everything goes well!
consoling,hopefully everything goes really well for you and happy birthday!
sympathizing,aww i'm sorry to hear that.
agreeing,that is really awesome!
questioning,may a change of jobs?
encouraging,i hope the person's conscience makes them feel guilty and they come clean about the situation!
wishing,"sending you all the best in healing vibes, love, and light!"
agreeing,that sounds exciting!
agreeing,"that's great, the first time for everything is scary."
questioning,why is that?
wishing,congratulations!
encouraging,"well, i hope you feel better and get some rest."
questioning,what kind of cookies?
wishing,oh good luck on it!
questioning,do you miss playing with your cat?
consoling,hopefully you do well with it!
encouraging,i hope it's worth the wait!
wishing,congratulations.
sympathizing,i'm really sorry to hear that.
consoling,i hope to buy a house soon.
suggesting,maybe you can see if there are any sports teams you can join?
encouraging,"i am very confused, i hope one day they will."
agreeing,"omg, sounds creepy"
acknowledging,"i know that feeling, good for you!"
encouraging,"i am too, i hope we can make a change before it is too late"
wishing,congratulations!
consoling,i bet that will be fun
acknowledging,me too!
suggesting,maybe they just don't notice it.
questioning,"oh no, what's wrong with your dog?"
agreeing,wow that sounds pretty stressful.
consoling,i hope everyone came out ok in the end.
acknowledging,"well, now i know where i want to visit too."
encouraging,hopefully you can go home and have a nice dinner.
questioning,was it a special occasion or anything ?
questioning,what did your friend say?
agreeing,16 years sounds like a good long life.
sympathizing,i'm sorry to hear that.
questioning,"that's terrible, what did you do?"
wishing,i wish you luck.
wishing,congratulations on working up the nerve to fly!
consoling,"that is good, but if it ever becomes too stressful for you i hope that you are able to talk to your friend about it because there are plenty of alternative ways to get her mother to the hospital."
questioning,who is that guy?
wishing,"well, early happy birthday."
agreeing,that's awesome.
encouraging,hopefully it turns out well
sympathizing,sorry to hear that.
suggesting,maybe he is trying to do what he thinks is best.
agreeing,sounds pretty cool.
sympathizing,i am very sorry to hear that.
wishing,congratulations
questioning,why?
questioning,were you any good in high school or was it just fun?
wishing,well congratulations!
encouraging,hopefully she will learn from her mistakes.
agreeing,thats nice
consoling,i bet it will be a blast for you.
agreeing,i feel you!
agreeing,that sounds like it would be really disappointing.
wishing,congratulations that is so awesome to have passed such a intense exam.
questioning,what's going on in your life?
suggesting,hmmmm...maybe he just went on vacation?
consoling,i hope you find fulfillment and a sense of purpose {not to mention a chunky wallet haha}
acknowledging,exactly the same for me.
sympathizing,oh i'm so sorry to hear that.
wishing,good luck!
suggesting,maybe a career in astro-physics is in your future?
sympathizing,i'm sorry to hear that.
suggesting,maybe you can make it up to them somehow.
wishing,congratulations!
consoling,i bet you'll have a great time
suggesting,maybe i will get myself one for my birthday.
questioning,what kind of work do you currently do?
wishing,good luck anyway
acknowledging,i understand.
encouraging,i hope you find him soon.
consoling,hopefully she deserves the faithful person you are!
consoling,i hope you have as much fun as he does!
encouraging,i hope she has forgiven you then
agreeing,that is great!
agreeing,she sounds creative
acknowledging,me too.
encouraging,you just have to work hard and hopefully you'll get promoted next time.
consoling,i hope you enjoy yourself.
consoling,i hope he  or she rewarded you though
agreeing,that must have impressed you a lot.
acknowledging,wow that definitely sounds like a crazy situation!
sympathizing,i'm sorry to hear that.
suggesting,maybe you should set a reminder next time!
suggesting,"i hope you continue to adjust to your new surroundings, maybe you will end up loving dallas, who knows!"
agreeing,as i a child i imagine that would be incredibly scary.
agreeing,that's awesome!
suggesting,maybe find another adult with a kid for a play date
encouraging,"wow, well i hope it is a simple case and you get reimbursed heavily!"
suggesting,maybe you will win next time.
encouraging,i hope you find her soon!
acknowledging,that's a definite plus.
suggesting,maybe someone will let you borrow some?
sympathizing,i am sorry to hear that.
encouraging,hahaha i hope you recover soon.
encouraging,i hope they turned out well.
sympathizing,oh sorry to hear that.
consoling,i hope you have a really strong relationship though.
consoling,i hope he can do so quickly!
consoling,"yeah, i hope you be one of the good cops, not like the current ones"
consoling,i hope she is careful with it.
encouraging,"be like, hopefully i dont spill this one on me too"
agreeing,awesome.
acknowledging,i know what you mean.
suggesting,maybe you could try aa meetings or suggest to your wife that she can go to al anon meetings.
acknowledging,"i deal with anxiety myself, so i know not thinking about it is easier said than done."
acknowledging,"i'm sorry, i know that must make you sad and stressed."
questioning,what is her style?
acknowledging,i understand that feeling!
acknowledging,me too.
acknowledging,definitely.
sympathizing,i am sorry.
wishing,congratulations.
questioning,were you able to recover?
questioning,where are you going ?
consoling,i hope you have many more
acknowledging,"i agree, we should strive to be like that person."
consoling,"thats a sweet man, i hope you acknowledged his kind gesture."
encouraging,"aww i'm sorry, i hope you atleast got some good relaxing time alone!"
consoling,i hope he is okay!
suggesting,maybe they had a crazy night and had no time to shower?
suggesting,"ah, maybe it will look up for you."
encouraging,i hope he gets the jon.
wishing,"wow i have always wanted to go to las vegas, good luck and dont gamble all your money haha"
agreeing,your parents sound like wonderful people!
questioning,"exciting, what concert?"
encouraging,i hope you're doing something fun to keep yourself occupied.
suggesting,"oh okay, im unfimiliar with snow storms because i live in florida, but i would guess it is much like preparing for a hurricane maybe/"
sympathizing,oh i'm sorry.
consoling,"hopefully, your hard work payed off."
agreeing,i wish i had a cool friend like you!
acknowledging,"definitely, i'd look to move on if i was you."
consoling,"i hope you have a lot of fun , i cant wait to go on my vacation as well"
wishing,good luck in the final stage.
questioning,what will you get her?
sympathizing,sorry this happened!
sympathizing,i'm sorry to hear you lost your best friend.
sympathizing,"i didn't, sorry."
wishing,congratulations.
agreeing,sounds like a lot of fun.
questioning,"oh that's frustrating, have you told them how you felt?"
sympathizing,"im sorry, did you say anything to him""?"
agreeing,i bet that was really cool!
questioning,what did you get?
wishing,happy birthday!
consoling,i hope that it stays in remission.
encouraging,i hope it hasn't done too much damage in the meantime.
acknowledging,you're gonna make an a+ i know it.
questioning,did you catch the culprit?
suggesting,"maybe she will go easy on you, if this isn't something you do often."
consoling,i hope it's a boy i love kids.
acknowledging,"although i still deal with stress occasionally, i know exactly what you mean."
encouraging,well hopefully you'll be able to get the puppy trained pretty soon.
suggesting,lol maybe you need to practice more!
questioning,how did that work out for you?
agreeing,i would have totally screamed!
agreeing,sounds great!
sympathizing,i am sorry that happened to you.
suggesting,ohh i mean maybe you can go and give it a try and see how he does
wishing,"great, congratulations"
questioning,do explain.
consoling,"that's right, it is supposed to come out  soon, i bet you will enjoy it very much"
sympathizing,i'm sorry to hear that.
questioning,"ahh, do you still have friends there?"
encouraging,that's really annoying for you but i hope everyone involved is okay.
acknowledging,what exactly were you referring to
wishing,congratulations!
wishing,good luck
consoling,i hope the visit goes well :)
wishing,good luck!
wishing,congratulations!
agreeing,awesome!
questioning,did they choose to switch themselves or was it out of their control?
questioning,did you do anything special while she was there?
sympathizing,i feel sorry for you.
wishing,i hate driving but good luck.
encouraging,hopefully next time.
questioning,do you know them well?
questioning,was your aunt nice to you?
encouraging,"i hope you learned your lesson though, we all make mistakes but we need to learn from them"
consoling,hopefully he'll be the next usain bolt.
sympathizing,"sorry to hear that, i'm glad you were prepared."
suggesting,or maybe just a camera
agreeing,lol....white cloths can be scary too.
wishing,congratulations on your graduation!
acknowledging,i agree.
suggesting,i'm hopeful that the deniers will start to come to their senses and maybe we can slow the warming of the earth.
questioning,have you spoken to anyone close to you about it?
questioning,what is driving your happiness?
acknowledging,i know the feeling.
consoling,i bet you will be drinking more then.
sympathizing,sorry to hear that.
suggesting,maybe you should see a counselor.
consoling,i hope so!
encouraging,i hope it turns out as good as your went.
agreeing,that sounds relaxing.
suggesting,now you are always going to wonder 'what if'?
acknowledging,i'm close to my grandmother so i would definitely need for the doctors to provide the best of care.
acknowledging,i know one has to earn trust.
questioning,"oh, so scary, what was it?"
questioning,how did you find her?
encouraging,i hope you're doing okay
acknowledging,"i know what you mean, i love it so much."
suggesting,"that's not fun, but maybe it was for the best."
sympathizing,"aw, i'm sorry you didn't win."
wishing,but congratulations still!
wishing,"good luck, and i hope you will get it."
wishing,congratulations in advance!
suggesting,maybe make a nice dinner and do the dishes after.
consoling,i hope things go well for you too.
acknowledging,i understand.
consoling,i hope to move into a house next year
encouraging,"i hope you guys will still get to spend quality time together and of course, get some rest in."
suggesting,"maybe you just have to tell the truth about what you're feeling, but it's up to you!"
wishing,congratulations on your new job!
agreeing,sounds like you had a wonderful night.
encouraging,hopefully he's caught soon.
questioning,did you ever get caught?
agreeing,i see.
acknowledging,definitely
agreeing,oh that sounds like fun!
sympathizing,i am so sorry.
sympathizing,"well, i'm sorry to hear that."
agreeing,that's great!
consoling,"hopefully, you won't meet too many mosquitos!"
encouraging,"i hope you got/get the job, and it goes well!"
consoling,i hope you do well
sympathizing,i'm so sorry to hear that.
questioning,"i need some food, any suggestions?"
sympathizing,i'm so sorry to hear that.
agreeing,that is awesome.
agreeing,that's the coolest thing i've heard all day
wishing,congratulations!
consoling,i hope they do too!
acknowledging,i know what you mean.
wishing,congratulations to your aunt!
wishing,congratulations on the strong marriage and car!
consoling,"i hope so, too."
consoling,hopefully you can find some enjoyment in it.
sympathizing,im sorry to hear that.
consoling,i hope your back can improve as well as your odds on the lottery.
encouraging,i hope you can repair and issues you have between you guys.
encouraging,i hope you find someone more respectful and caring
acknowledging,"me too, people can be so cruel."
questioning,was your friend much changed?
acknowledging,"i know, it's awful!"
suggesting,maybe you can renew your vows one day.
sympathizing,"i'm sorry to hear that, what led you to this?"
questioning,do they have.
suggesting,"maybe you can hide some of your things, or put them in a safe place."
consoling,i hope one day i can pay mine off completely.
suggesting,maybe even a little jealous?
encouraging,i hope it sparks a lot of new conversations for you both.
questioning,do you have any plans for today?
sympathizing,sorry to hear about your pig.
suggesting,maybe he should take up knitting--or something else that would be a bit more quiet.
encouraging,"that's good to hear, i hope he feels and gets better"
acknowledging,i'm male i know i was much closer to my mom.
acknowledging,me too.
suggesting,maybe it's time to look for another job.
questioning,did you go to the doctor?
sympathizing,"so sorry, that must be devastating for you."
consoling,i hope it all turns out well with good news there!
acknowledging,"i know the feeling, it makes you wish time would slow down"
acknowledging,"i once got hit in the face with one, so i know it can sting."
suggesting,maybe you should take a break
acknowledging,exactly what i was thinking.
encouraging,i hope like crazy you find it!
suggesting,or maybe just hung out there alone?
questioning,would you skydive again?
wishing,"congratulations, that sounds like things are moving along at a nice pace."
consoling,hopefully you have some wine to celebrate with!
consoling,"that is really exciting, i bet it will be hard to let them go."
wishing,congratulations!
agreeing,"oh wow, i bet you were very scared."
agreeing,that's really nice!
consoling,hopefully youre enjoying it?
questioning,what makes you reluctant?
consoling,hopefully you won't have to take an additional physics course in the future!
questioning,does it still work?
agreeing,it can be pretty scary getting ready for a new environment.
consoling,hopefully you find a passion that utilizes your hard-earned degree.
sympathizing,"i'm sorry to hear that, maybe you'll get the next one!"
sympathizing,"aw, i am sorry, they will be back soon though?"
consoling,i hope you can hang on for something better.
wishing,congratulations on that!
encouraging,i hope your state has a lemon law.
suggesting,maybe you can find a new hobby for the weekends.
wishing,congratulations!
encouraging,"well, i hope they've figured it out together during this time."
sympathizing,i'm so sorry to hear that.
agreeing,awesome!
wishing,good i wish him all the best!
agreeing,thats awesome!
consoling,i hope he does well.
acknowledging,i know how you feel.
acknowledging,stressing yourself out can definitely cause a problem
sympathizing,sorry to hear that.
sympathizing,i am sorry.
wishing,good luck!
sympathizing,aww i'm sorry you didn't like it.
encouraging,"well, i hope you do find that special someone, and that the stress at work lets up a bit as well."
wishing,i wish you good luck with that!
consoling,"that's awesome, i hope he enjoys it too!"
agreeing,it sounds like you're confident that it will.
questioning,maybe they had a crazy night and had no time to shower?
agreeing,i would be too!
questioning,is that a football team?
questioning,maybe watch a good comedy?
agreeing,that sounds sweet.
consoling,"well, hopefully he is as good as sherlock holmes and saves some lives."
sympathizing,im sorry :( how long has he been missing for?
sympathizing,i'm sorry it's ending.
wishing,"i bet it is, good luck with tha"
agreeing,that would help me out quite a bit too!
suggesting,maybe you should buy him lunch to make a peace offering.
acknowledging,"i know the feeling, im really sorry!"
agreeing,that must have been nerve wrecking.
wishing,"i am not sure what that is, but i wish you luck with it."
acknowledging,"exactly, looks are not the only think that matter in this world."
agreeing,that's awesome that your friend unexpectedly surprised you.
encouraging,i hope you make the right choice!
suggesting,maybe you should try and find something that your good at and do that!
sympathizing,i am sorry to hear that.
suggesting,maybe you can find the silver lining in it.
acknowledging,i understand.
wishing,i wish you the best of luck.
encouraging,i hope everything goes well !
questioning,yeah but maybe we'll fall in love instead?
sympathizing,oh im sorry to hear that
wishing,i wish you more success in your education.
acknowledging,i know how you feel... people also get married and have kids.
wishing,congratulations.you probably are very proud of her.
acknowledging,i know the feeling.
consoling,"i hope you find a job you love, and don't forget that they have lots of payment options."
questioning,what happened?
encouraging,"that's not cool, i hope you find someone new."
consoling,"nice, well hopefully nothing like that ever happens again!"
sympathizing,sorry you had to go through that.
acknowledging,i would have to agree with you on that.
suggesting,"lol maybe one day your son is still small you have lot's of time to save, i think i will look into it for me and my family for our next vacation."
sympathizing,sorry.
encouraging,"i hope you ran, very quickly."
encouraging,i hope you find him.. he is playing video games and being super lazy
questioning,"oh wow, is she nervous about it?"
encouraging,"i'm so sorry you're going through this, i hope that you can find peace with the situation."
wishing,thats impressive good luck to her
agreeing,i can understand your pain.. feel the same way
agreeing,that must've been a surprise
consoling,"i hope you do, it's always nerve-racking when it comes to the interview and whether or not your get it."
agreeing,sounds super gross!
agreeing,nice!
wishing,i wish you the best!
encouraging,i hope it has gotten a little easier for you?
agreeing,that sounds so nice.
consoling,"that's awesome, i hope you win the contest."
acknowledging,"i know what you mean, it's the excitement that keeps you up!"
questioning,did you ever find the spider?
agreeing,"thats awesome, congratulations for sure"
wishing,"oh, good luck!"
questioning,have you gone before?
sympathizing,sorry for that!
encouraging,well hopefully you can still maintain communication with them.
wishing,good luck!
questioning,did everything turn out okay?
sympathizing,oh i am sorry to hear that.
acknowledging,exactly.
suggesting,maybe this will be the one!!
sympathizing,sorry to hear that.
sympathizing,i'm sorry you don't have someone to eat donuts with.
wishing,congratulations on the good raising of the kid!
encouraging,hopefully the neighbor called someone else to come help?
consoling,"glad to hear it, i hope i have a day like that soon."
encouraging,"well there you go, at least you a got a positive out of a negative situation haha!"
suggesting,"maybe i should conquer my fear of heights that way, too!"
acknowledging,they absolutely do.
encouraging,i hope she is comfortable at least.
suggesting,"then talk to someone that he respects maybe they will talk senses into his ""head"""
acknowledging,i know there probably isnt much you can do.
agreeing,cool.
agreeing,it must be nice to have a house
suggesting,maybe she can come with you?
questioning,does it still work?
acknowledging,i know it must be hard
suggesting,oh maybe next time!
wishing,i wish you the best of luck.
encouraging,i hope you are ok. please tell me someone recorded it
acknowledging,"i know how that feels, and anyone who doesn't consider the safety of others isn't that great of a person."
agreeing,"sounds like she's going to be on ""master chef"" in a couple of years."
sympathizing,i am sorry that happened
encouraging,"i hope you're able to get it fixed, and soon!"
acknowledging,tell me where you live so when you do i know where to go to collect my share
acknowledging,i know right.
suggesting,maybe that will work for you.
encouraging,"hopefully, you pass at least."
acknowledging,oh i know how that feels.
consoling,i hope you can make her realize how grateful you are by being faithful
acknowledging,"yeah, i agree."
sympathizing,"i'm sorry to hear that, i hope he is in a better place now!"
encouraging,"hopefully the more you warm up to the new job, it will become easier."
questioning,how did you guys meet?
consoling,hopefully it works out for you
consoling,oh that sounds really fun and i bet she will love it all.
sympathizing,i'm so sorry to hear that.
questioning,what are you looking forward to?
agreeing,that is awesome.
sympathizing,i am sorry for your loss.
questioning,3?
suggesting,why the feeling nolstalgia maybe ?
encouraging,"that is very unfortunate, i hope things turn around for you my friend!"
sympathizing,i am sorry to hear that.
acknowledging,i agree mothers are great.
consoling,"i hope so too, what kind of operation is it?"
sympathizing,"aw, i am sorry to hear that."
wishing,very frustating but congratulations on the results
suggesting,maybe you should get married!
agreeing,you guys must have a good relationship.
acknowledging,"i agree wholly, quite an impeccable spectrum."
consoling,"that msut be exciting then, i hope the tickets aren't too expensive."
consoling,"congratulations, i hope you get a raise."
encouraging,hopefully you are getting along though?
wishing,congratulations
suggesting,"not sure they could/can *do* anything about it, but still -- maybe you've helped pay it forward to the next visitor!"
wishing,good luck
wishing,good luck with that.
agreeing,that sounds really exciting and like it will be a hit!
questioning,do you know who it was?
acknowledging,me either i love adventure movies!
suggesting,maybe you could talk to someone else and try to download it again so that you at least have the software.
questioning,was it a gift for any certain occasion?
acknowledging,"i understand sometimes it uncomfortable to socialize, i get anxiety in social situations"
sympathizing,i'm sorry.
suggesting,"maybe when you pay him back, you can get him a little something extra to show your appreciation."
consoling,i hope you are able to fnd one soon
agreeing,i bet you were so happy for her.
suggesting,maybe a recruiter from a good college will see them play and give them a scholarship!
sympathizing,"oh, i am so sorry this happened to you."
acknowledging,"i know, there's nothing like true love ."
acknowledging,i absolutely hate liars.
wishing,congratulations!
wishing,i wish you will find a solution.
questioning,why do you feel embarrassed?
consoling,hopefully it carries on when he's an adult and he becomes another good human being that we have few of
suggesting,"i am sorry, maybe you can hang out with some friends"
acknowledging,ah me too.
consoling,i hope she doesn't let you down!
encouraging,"i hope so, hope is still alive, and have you search everywhere?"
acknowledging,i agree!
questioning,did she have the baby?
sympathizing,i am sorry you have to deal with that.
questioning,what did you win?
suggesting,it sounds like it's maybe not the best place?
questioning,did you end up placing the order?
wishing,i wish you good luck..
encouraging,ugh... i hope you can find peace.
acknowledging,yeah i understand that.
consoling,i hope the medicine works well and you are back to normal very soon!
consoling,i hope the hit will not be rejected.
agreeing,that sounds so disgusting!
encouraging,"i hope so, too."
sympathizing,so sorry about that
sympathizing,"i'm sorry, i hope he recovers!"
consoling,"wow, i hope you do get a nice bonus."
wishing,good luck to him and you.
acknowledging,"enjoy your day off, i definitely would if i were you!"
wishing,congratulations!
questioning,how come?
agreeing,that is pretty awesome
questioning,was it a good deal?
sympathizing,i'm so sorry to hear that.
consoling,i hope you shared with others.
suggesting,maybe you should go ahead and do it?
sympathizing,i'm sorry.
acknowledging,it's hard to lose them i know.
agreeing,it sounds like it may have been a box turtle.
questioning,what are you doing next week?
sympathizing,i'm sorry.
acknowledging,me too.
agreeing,that must have taken some preparation!
agreeing,nice.
sympathizing,i am so sorry.
suggesting,perhaps you could hand deliver those parts.
wishing,good luck with that.
suggesting,maybe if you just keep putting your foot down he will eventually get the message.
sympathizing,i am sorry to hear that.
acknowledging,i agree that he has said some things to suggest that.
suggesting,maybe the sales-person is a hard-bargainer.
consoling,i hope its a major triumph for you both!
acknowledging,i know the feeling.
acknowledging,"oh i agree, i still feel awful about it myself!"
acknowledging,"me too, i am very lucky to have moved."
questioning,what kind of job is it for?
wishing,well i wish you the best of luck and hope it goes well!
agreeing,nice!
suggesting,maybe you will meet someone at their wedding?
sympathizing,sorry to hear that.
encouraging,hopefully he pays you back and not ruin your friendship.
encouraging,well i hope you do good either way.
questioning,any memories in particular stand out?
acknowledging,that is definitely risky.
acknowledging,i definitely have a switch on my christmas list!
acknowledging,i know the feeling.
encouraging,"i hope he does, for his sake."
questioning,did you get hurt?
suggesting,i think you should get out and explore.
questioning,when do you find out?
agreeing,"wow thats great, i hope you are able to do that"
sympathizing,you totally aren't sorry.
agreeing,"you sound like a hard worker, which is something to be proud of, even though it's kind of wearing you out maybe."
suggesting,maybe you'd have to get a chart to keep track.
consoling,i hope you will
encouraging,i hope you don't either!
encouraging,"i hope it goes well, are you sick?"
encouraging,i hope you don't dwell on it too much and can be happy in the future.
questioning,how'd it go?
suggesting,maybe he needs to break away from her a bit.
consoling,"smart move being ready, but i hope you stay safe regardless!"
acknowledging,i agree.
suggesting,i would maybe only bring it up if she wants to discuss.
consoling,"when i have kids, i hope they're the same, and can get into sports, since it offers so much."
questioning,can you take out a loan?
acknowledging,me either lol.
sympathizing,i am sorry that happened to you
encouraging,"sounds scary, i hope they aren't involved in drugs or crime."
suggesting,maybe it was because you saw your brother get attacked by one and you are scared it might happen to you.
encouraging,i hope you feel better.
agreeing,that sounds fun!
questioning,i'm in the uk - when is labor day?
questioning,"that is great, do they enjoy it?"
questioning,what play are you doing?
wishing,"wow, good luck sounds realy hard to me."
agreeing,"that is great news, hopefully it goes well."
questioning,are they just great in general or did they do something extra special?
sympathizing,i am sorry you have had back luck.
encouraging,take heart and i hope you feel better.
encouraging,i hope everything is okay now.
suggesting,maybe it wont happen again
agreeing,nice!
agreeing,that would have ruined my lunch quickly
questioning,oh ya?
suggesting,"maybe you need a better diet, or sleep schedule, or meditation, or an exercise routine."
wishing,congratulations.
suggesting,otherwise perhaps you could see a financial adviser.
acknowledging,"i agree, i often reminisce about my childhood."
agreeing,wow i would be upset too if i were you.
suggesting,maybe a photo collage to hang.
wishing,good luck
consoling,"that is awesome, i hope it goes well"
agreeing,that's great news to hear!
wishing,happy birthday to you!
agreeing,it sounds amazing!
agreeing,must've gave them a good chuckle.
acknowledging,you are right.
agreeing,awesome.
encouraging,i hope you can make it!
sympathizing,sorry to hear about that.
consoling,"i'm glad she got out, i hope her future becomes bright."
suggesting,maybe she will find a new one soon.
acknowledging,yea i know what you mean
encouraging,"i see, i hope it goes well for you!"
suggesting,maybe you'll see her next time.
sympathizing,"oh, i am sorry to hear that"
sympathizing,so sorry!
suggesting,maybe she will be .
questioning,weren't they?
sympathizing,i'm so sorry.
sympathizing,i'm so sorry to hear that.
wishing,congratulations on that.
questioning,do you play?
questioning,im sorry to hear that.. old age?
sympathizing,"oh wow, i'm sorry to hear that!"
wishing,"well, can only wish you luck!"
sympathizing,i'm sorry to hear that.
questioning,its like dinner and a show..  was it expensive?
agreeing,that is awesome.
suggesting,that is really great that you are able to follow his advice and maybe each day will get a little bit better.
sympathizing,"ok, sorry i didn't know."
consoling,i hope everyone enjoyed the cake.
encouraging,hopefully she doesn't blame you.
consoling,"that is good, i hope it stays that way"
consoling,i hope we do but it will probably be after im dead and gone
consoling,i hope you have an amazing one@!
sympathizing,i am sorry to hear that.
consoling,i hope you take lots of pictures so you can remember the trip.
acknowledging,they don't spend money unless they absolutely have to.
encouraging,i hope it all works out for the best!
suggesting,well maybe you will get a good overall grade and pass!
consoling,i hope you perform well on your exam
questioning,did that make you proud
suggesting,"i see, that's too bad but maybe there will be more marathons you can participate in in the future."
wishing,wish y'all the best
agreeing,sounds like that person has boundary issues.
agreeing,awesome!
sympathizing,i am sorry you have had a difficult time.
wishing,congratulations on passing your test.
agreeing,that sucks.
questioning,did you hurt your self?
agreeing,"well that sounds terrible, i am sorry"
acknowledging,i was definitely scared.
consoling,i hope you recover really quick!
suggesting,maybe next time you'll get to go and he'll have to work!
suggesting,"but maybe be more patient than even you think you need to be in order to play it safe, so she doesn't get scared off, so to speak."
suggesting,maybe you should move out?
encouraging,i hope you complained!
wishing,congratulations!
consoling,i hope someone throws me one one day.
agreeing,that sounds like you were happy with the decision that you made.
acknowledging,"i know that feeling., although i had to buy my own."
suggesting,maybe you should see about signing up to some sort of social group?
acknowledging,i understand.
encouraging,hopefully that is the first time that has happened.
consoling,"well, i hope you feel better soon!"
consoling,i hope we both enjoy it a lot!
consoling,i hope nothing like that ever happens again.
sympathizing,i am sorry.
wishing,does it work for good luck?
suggesting,"maybe it might be worth trying again now, with another doctor?"
sympathizing,i am so sorry to hear it!
sympathizing,i cant even begin to imagine honestly im sorry you had to experience that
wishing,congratulations on getting it!
wishing,good luck!
consoling,i hope it worked out for him!
suggesting,maybe we are ghosts.
acknowledging,"i know, i am confident it will go back so i'm hanging on to this last bit."
acknowledging,i agree and it's full of commercials no one wants to see.
questioning,where you going?
sympathizing,i'm sorry!
questioning,when do you go?
wishing,"wow, congratulations on getting a new job!"
sympathizing,i am sorry that happened
suggesting,maybe your cat believe he is fine.
suggesting,"haha, you could have played it off as cute and clumsy and maybe they would have been into it"
sympathizing,"i'm so sorry, what happened?"
wishing,congratulations!
questioning,why is that
acknowledging,man i know that feeling.
acknowledging,"i understand, that must suck"
agreeing,the light up ones were the coolest.
consoling,i bet they will never challenge you again.
sympathizing,im so sorry to hear that
wishing,"well, i wish you luck."
consoling,i bet you'll have a great time!
questioning,are you part of the play as well?
wishing,that was very nice of them congratulations
agreeing,that is so scary.... you must have been terrified your baby too!
encouraging,i hope he learns his lesson.
sympathizing,i sorry the hear that.
sympathizing,sorry that happened to you.
agreeing,i can understand your apprehension.
consoling,i hope you do well on it.
wishing,congratulations.you must be very proud of her.
consoling,hopefully it doesn't hurt too bad.
wishing,congratulations!
acknowledging,"my girlfriend and i are long distance, so i know how that goes."
wishing,congratulations!
consoling,hopefully you will get to wear them on your next trip to the beach.
consoling,i hope everyone is prepared for the next step so that you guys can keep getting better.
wishing,i wish you'll also move soon.
questioning,what is that?
questioning,has it ever occurred to you?
sympathizing,"oh wow i'm sorry, but your health is more important!"
encouraging,it will get better.
acknowledging,i get that some too.
agreeing,that sounds like a good movie!
agreeing,ah i see.
encouraging,i hope there isn't any tension between you and your friend.
agreeing,ohhh..sounds super awkward
sympathizing,i am sorry to hear that.
sympathizing,i am sorry that happened to you
acknowledging,although now that i know it is scary i probably won't watch it!
suggesting,maybe need to lock the dog in another room when food is out.
consoling,i hope you have a great time!
suggesting,maybe it will be just what you need though.
wishing,then good luck tomorrow and knock 'em dead!
agreeing,i would be too.
questioning,"thats cool, what kind of camera do you have?"
sympathizing,"i am sorry, he will stop eventually"
suggesting,maybe you should take him in and feed him.
suggesting,maybe you can exchange it or get your money back?
suggesting,maybe when you get older you can pay for things appropriately.
acknowledging,i agree.
consoling,"good luck, and i hope you will get it."
wishing,"wow, congratulations to him!"
encouraging,i hope things get better for you
suggesting,"yeah, well maybe you can offer to pay for half of it instead?"
suggesting,you could always give it a shot for a few weeks.
consoling,"well i hope she is able to attend, if not, you know it's nothing personal!"
sympathizing,i'm so sorry to hear that.
suggesting,maybe you should try something simple like hamburger helper.
suggesting,maybe you can win again sometime?
suggesting,that's terrible maybe getting out of the house and checking out our yard sale will cheer you up.
questioning,are you excited to get back to work?
sympathizing,i'm sorry you didn't have an umbrella.
acknowledging,me too.
acknowledging,"oh, i understand."
wishing,congratulations.
suggesting,"ok,  maybe she's materialistic"
acknowledging,i know.
wishing,"wow good luck, i'm a big fan of watching mma myself."
wishing,i wish you continued love and success with your marriage.
agreeing,he must have a rich family.
consoling,"hopefully, he never gets away again."
wishing,congratulations!
questioning,is it working well still
agreeing,that sounds awesome.
sympathizing,"sorry to hear that, thats disappointing when people pull out last minute."
consoling,i hope everything goes well.
questioning,"oh well, where did you move?"
questioning,how did he die?
sympathizing,i am so sorry to hear that.
encouraging,i hope it recognizes you after some time together.
wishing,well good luck in the future my good friend!
sympathizing,im sorry.
sympathizing,feel so sorry for you
sympathizing,sorry to here that.
wishing,congratulations and well done.
questioning,are you going to take it to a technician?
acknowledging,"i know there is someone out there for you, just stay positive and they will come your way!"
suggesting,they maybe careless with their sanitary responsibilities
wishing,congratulations to him!
